Model,mean_test_score,mean_fit_time,mean_score_time,values,params
SVC,0.07087938491110043,0.9097007036209106,0.07231500148773193,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 50, 'decision_function_shape': 'ovr', 'gamma': 0.001, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9015580892562867,0.0721426248550415,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.926516842842102,0.0727461576461792,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9180566072463989,0.07252748012542724,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 50, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9187392473220826,0.0722078561782837,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9080923318862915,0.07162034511566162,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 0.001, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9192997694015503,0.07178792953491211,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 50, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.8975040912628174,0.07092099189758301,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 5, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9126032590866089,0.07205746173858643,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 5, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9085220575332642,0.07144553661346435,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 50, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9134481430053711,0.0725022792816162,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 5, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9055016279220581,0.07231218814849853,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 5, 'decision_function_shape': 'ovr', 'gamma': 0.001, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9163208723068237,0.07237980365753174,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 0.001, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9062638759613038,0.07182497978210449,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.8847235202789306,0.06728451251983643,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 0.001, 'kernel': 'sigmoid', 'max_iter': 100000}"
